id,bt_rank,time_rank
020001,0,32.9104
020002,0,0
020003,0,0
020004,0,0.9973
020005,0,0
020006,0,0
020007,0,0
020008,0,0
020009,0,0
020010,0,0
020011,0,0
020012,0,0
020013,0,0
020014,0,0
020015,0,0
020016,0,0
020017,0,0
020018,0,0
020019,0,0
020020,0,0
020021,0,0
020022,0,0
020023,0,0
020024,0,0
020025,0,0
020026,0,0
020027,0,0
020028,0,0
020029,0,0
020030,0,0
020031,0,0
020032,0,0
020033,0,0
020034,0,0
020035,0,0
020036,0,0
020037,0,0
020038,0,0
020039,0,0
020040,0,0
020041,0,0
020042,0,0
020043,0,0
020044,0,0
020045,0,0
020046,0,0
020047,0,0
020048,0,0
020049,0,0
020050,0,0
020051,0,0
020052,0,0
020053,0,0
020054,0,0
020055,0,0
020056,0,0
020057,0,0
020058,0,0.997
020059,0,0
020060,0,0
020061,0,0
020062,0,0
020063,0,0
020064,0,0
020065,0,0
020066,0,0
020067,0,0
020068,0,0
020069,0,0
020070,0,0
020071,0,0
020072,0,0
020073,0,0
020074,0,0
020075,0,0
020076,0,0
020077,0,0
020078,0,0.9567
020079,0,0
020080,0,0
020081,0,0
020082,0,0
020083,0,0
020084,0,0
020085,0,0
020086,0,0
020087,0,0
020088,0,0
020089,0,0
020090,0,0
020091,0,0
020092,0,0
020093,0,0
020094,0,0
020095,0,0
020096,0,0
020097,0,0
020098,0,0
020099,0,0
020100,0,0
020101,0,0
020102,0,0
020103,0,0
020104,0,0
020105,0,0
020106,0,0
020107,0,0
020108,0,0
020109,0,0
020110,0,0
020111,0,0
020112,0,0
020113,0,0
020114,0,0
020115,0,0
020116,0,0
020117,0,0
020118,0,0.9974
020119,0,0
020120,0,0
020121,0,0
020122,0,0
020123,0,0
020124,0,0
020125,0,0
020126,0,0
020127,0,0
020128,0,0.998
020129,0,0
020130,0,0
020131,0,0
020132,0,0
020133,0,0
020134,0,0
020135,0,0
020136,0,0
020137,0,0
020138,0,0
020139,0,0
020140,0,0
020141,0,0
020142,0,0
020143,0,0
020144,0,0
020145,0,0
020146,0,0
020147,0,0
020148,0,0
020149,0,0
020150,0,0
020151,0,0
020152,0,0
020153,0,0
020154,0,0
020155,0,0.9948
020156,0,0
020157,0,0
020158,0,0
020159,0,0
020160,0,0
020161,0,0
020162,0,0
020163,0,0
020164,0,0
020165,0,0.9977
020166,0,0
020167,0,0
020168,0,0
020169,0,0
020170,0,0
020171,0,0
020172,0,0
020173,0,0
020174,0,0
020175,0,0
020176,0,0
020177,0,0
020178,0,0
020179,0,0
020180,0,0
020181,0,0
020182,0,0
020183,0,0
020184,0,0
020185,0,0
020186,0,0
020187,0,0
020188,0,0
020189,0,0
020190,0,0
020191,0,0
020192,0,0
020193,0,0
020194,0,0
020195,0,0
020196,0,0
020197,0,0
020198,0,0
020199,0,0
020200,0,0
020201,0,0
020202,0,0
020203,0,0
020204,0,0
020205,0,0
020206,0,0
020207,0,0
020208,0,0
020209,0,0
020210,0,0
020211,0,0
020212,0,0
020213,0,0
020214,0,0
020215,0,0
020216,0,0
020217,0,0
020218,0,0
020219,0,0
020220,0,0
020221,0,0
020222,0,0
020223,0,0
020224,0,0.9985
020225,0,0.9973
020226,0,0
